NEMS-RHG,REGEN-EPRI,RIO-REPEAT,MARKAL-NETL,EPS-EI,GCAM-CGS
2.081853896,2.640588065,2.977086314,3.684817389,4.403320183,4.797996731
3.0016937,3.807297224,4.292472805,5.31290556,6.348869379,6.917928577
0.427155014,0.541796153,0.610838902,0.756051242,0.903473726,0.984453504
2.662558445,3.377143835,3.807503649,4.712646585,5.631565865,6.136332015
1.850433499,2.34705837,2.646151228,3.2752104,3.9138439,4.264647915
1.1357957,1.440623943,1.624207078,2.010323468,2.402316578,2.61764001
0.663572884,0.841664557,0.948920457,1.174503602,1.40352014,1.529319868
0.904510486,1.147265712,1.293465306,1.60095575,1.913126221,2.084602748
5.107948389,6.478834839,7.304452667,9.040911602,10.80379957,11.77216121
0.95909961,1.216505629,1.371528678,1.697576821,2.028587442,2.210412941
1.407161347,1.784819514,2.012264548,2.490632321,2.976280888,3.243049648
1.724741501,2.187632778,2.466409544,3.052739429,3.647993299,3.974968704
