2015 Observed,2030 Baseline,2030 Extended Policies,2030 Net Zero,2030 Net Zero Mandates,2050 Baseline,2050 Extended Policies,2050 Net Zero,2050 Net Zero Mandates
17.638,16.3831,17.7405,19.2832,18.9096,18.2367,22.7659,24.6672,25.0958
17.454,16.4097,17.8321,19.4671,19.0844,18.2995,23.0017,25.077,25.5143
16.981,16.4031,17.8724,19.5951,19.2035,18.27,23.1305,25.3664,25.7977
16.229,15.7995,17.3349,19.1371,18.7324,17.9183,22.9137,25.3086,25.7443
15.077,15.169,16.7624,18.6615,18.2415,17.4206,22.568,25.1415,25.5463
13.859,14.799,16.5116,18.6053,18.158,17.018,22.4885,25.4086,25.7614
13.074,14.5352,16.333,18.3805,17.9286,16.753,22.1177,24.9637,25.2589
12.59,14.403,16.0982,17.9999,17.561,16.5222,21.616,24.1887,24.4654
12.289,14.3028,15.9667,17.8308,17.3927,16.3376,21.3554,23.8494,24.1017
12.17,14.4032,16.0155,17.821,17.4001,16.2517,21.1569,23.5391,23.7605
12.216,14.5301,16.0918,17.8329,17.4299,16.251,21.0407,23.3065,23.5161
12.757,15.1263,16.6513,18.3433,17.9552,16.6344,21.3641,23.5145,23.7138
14.185,16.1417,17.3423,18.9486,18.5807,17.1341,21.8497,23.9291,24.1347
15.511,16.9012,18.1116,19.6677,19.3166,17.6043,22.3436,24.3962,24.6483
15.748,17.3361,18.477,19.9049,19.5523,17.3661,21.4451,22.6915,22.7922
15.622,16.982,17.971,19.1592,18.8071,17.1933,21.0473,22.0352,22.1701
15.508,16.5386,17.4521,18.5267,18.1603,16.9431,20.6768,21.5403,21.6629
15.374,16.0008,17.0328,18.1768,17.7923,16.601,20.2995,21.1279,21.2296
15.361,15.7644,16.7977,17.9444,17.5525,16.3567,20.0431,20.8571,20.9488
15.407,15.6286,16.656,17.7945,17.4035,16.2461,19.9078,20.7137,20.8117
15.441,15.5668,16.5961,17.7335,17.3433,16.241,19.8987,20.7147,20.8264
15.651,15.4971,16.5251,17.6615,17.2803,16.2015,19.8471,20.6873,20.8072
16.348,15.6415,16.678,18.0763,17.6956,16.9465,21.1762,22.7589,23.0643
17.414,15.9384,17.14,18.5698,18.1971,17.5076,21.8259,23.5062,23.8597
17.362,16.3161,17.4602,18.982,18.6082,17.8991,22.4019,24.2817,24.6855
17.205,16.5268,17.783,19.2838,18.9099,18.0874,22.7686,24.8273,25.2432
16.767,16.6483,18.0197,19.6786,19.304,18.1013,22.9404,25.1595,25.5692
15.95,15.6858,17.3335,19.1163,18.7114,17.87,22.8442,25.2224,25.6365
14.8,15.2171,16.9226,18.8023,18.3821,17.5351,22.6614,25.2182,25.6014
13.54,14.8657,16.69,18.7637,18.3159,17.1486,22.5953,25.4968,25.8271
12.771,14.1166,15.8967,17.96,17.513,16.3065,21.672,24.5223,24.8181
12.296,14.0637,15.7399,17.6567,17.2218,16.1432,21.2295,23.8007,24.0744
11.992,13.9682,15.6121,17.4907,17.0559,15.9542,20.9579,23.4458,23.6923
11.902,14.0731,15.665,17.4846,17.0667,15.868,20.7556,23.1291,23.3436
11.966,14.2215,15.7624,17.5175,17.1172,15.8858,20.6556,22.9112,23.1131
12.58,14.8006,16.3043,18.0099,17.6241,16.2464,20.9519,23.0893,23.2785
14.001,15.6546,16.8717,18.5488,18.175,16.6728,21.3583,23.4204,23.6127
15.409,16.3474,17.4865,19.023,18.6647,17.0577,21.7588,23.7889,24.0235
15.843,16.7694,17.8991,19.3192,18.96,17.0643,21.1159,22.3202,22.4227
15.974,16.5407,17.5211,18.7035,18.3464,16.9673,20.8027,21.783,21.8984
16.213,16.3266,17.3211,18.4415,18.0567,16.8385,20.5649,21.429,21.5369
16.279,16.1685,17.1587,18.275,17.8846,16.6494,20.3547,21.1932,21.2821
16.333,16.1307,17.1248,18.2454,17.8495,16.6132,20.3221,21.1569,21.2361
16.382,16.1739,17.1641,18.2779,17.8842,16.6863,20.3823,21.2171,21.3013
16.361,16.2094,17.2028,18.3162,17.9241,16.7832,20.4823,21.3321,21.4299
16.504,16.1789,17.1712,18.2839,17.9008,16.7878,20.4768,21.3523,21.4599
17.017,16.1147,17.1132,18.2246,17.851,17.0786,21.3317,22.9353,23.2413
17.658,15.9639,17.0228,18.4689,18.1006,17.3763,21.6939,23.3784,23.7295
17.444,16.1779,17.5179,19.0549,18.6846,17.931,22.4231,24.3003,24.697
17.14,16.3299,17.8136,19.4542,19.073,18.2348,22.9231,24.9974,25.4158
16.758,16.3984,17.9397,19.6697,19.2791,18.2866,23.1335,25.3699,25.7805
16.07,15.7657,17.4054,19.2166,18.8124,17.9369,22.9203,25.3179,25.7323
15.017,15.1623,16.8611,18.7714,18.3515,17.4622,22.5996,25.1785,25.56
13.816,14.9095,16.7303,18.8395,18.3915,17.1714,22.6379,25.5702,25.8971
12.738,14.6915,16.6081,18.79,18.3237,17.5718,23.0558,26.0128,26.361
12.335,14.6729,16.485,18.5179,18.0649,17.4534,22.6615,25.3399,25.6694
12.043,14.6511,16.4316,18.4262,17.9745,17.3473,22.4796,25.079,25.3841
12.044,14.8016,16.5298,18.4648,18.0308,17.3095,22.3293,24.8161,25.0897
12.112,14.993,16.6701,18.5394,18.1238,17.3738,22.2778,24.6473,24.909
12.671,15.5555,17.1953,19.0142,18.614,17.7239,22.5676,24.8206,25.0724
14.036,16.2527,17.7884,19.5783,19.1911,18.1841,23.0129,25.1938,25.452
15.299,17.6722,18.8446,20.2283,19.8726,18.6013,23.4557,25.6113,25.9191
15.768,17.8409,18.98,20.3278,19.9776,18.5683,22.7695,24.0902,24.2524
15.996,17.6508,18.7141,19.9123,19.5592,18.4038,22.39,23.4858,23.6607
16.039,17.6802,18.7065,19.8484,19.49,18.4193,22.2993,23.2798,23.4456
15.892,17.5348,18.5555,19.6933,19.3296,18.2385,22.0986,23.054,23.1986
15.831,17.3788,18.4033,19.5453,19.176,18.0836,21.9465,22.8975,23.0323
15.761,17.2906,18.3114,19.4466,19.0795,18.0295,21.8802,22.8316,22.9739
15.83,17.3125,18.3371,19.4724,19.1072,18.1218,21.9792,22.9481,23.1083
15.964,17.2748,18.2991,19.4343,19.0785,18.1318,21.9836,22.9818,23.1582
16.47,17.1484,18.1801,19.3147,18.9688,18.3915,22.8237,24.5676,24.9701
17.268,17.3865,18.403,19.5407,19.22,18.601,23.1043,24.9348,25.391
17.063,17.6485,18.8139,20.1385,19.8138,18.8568,23.5427,25.5732,26.0798
16.957,17.8653,19.1905,20.7292,20.3828,19.0637,23.9558,26.1923,26.7255
16.604,18.0095,19.4573,21.1801,20.8155,19.1813,24.2414,26.648,27.1778
15.914,17.0236,18.5906,20.4818,20.0906,19.1443,24.3516,26.9285,27.4687
14.967,15.9598,17.651,19.7476,19.326,18.842,24.2167,26.9862,27.5027
14.04,15.5572,17.5014,20.0087,19.5318,18.5597,24.2837,27.424,27.8967
13.216,13.5183,14.8222,16.3249,16.0596,15.6331,19.7536,22.0976,22.5298
12.722,13.4918,14.7119,16.0969,15.8463,15.5544,19.449,21.5982,22.0304
12.447,13.464,14.6523,15.9986,15.7535,15.4785,19.2875,21.3826,21.8077
12.308,13.5351,14.6814,15.9806,15.7455,15.4181,19.131,21.1398,21.5404
12.311,13.6159,14.7206,15.9679,15.7431,15.4054,19.0171,20.9343,21.3217
12.543,14.1063,15.1705,16.366,16.1603,15.7599,19.2809,21.116,21.5061
13.179,14.5161,15.5552,16.7144,16.5266,16.0881,19.5541,21.3412,21.7499
13.86,14.865,15.9052,17.0475,16.8773,16.5609,20.0305,21.8263,22.3112
14.55,14.9148,15.6682,16.5756,16.485,15.7639,18.5868,19.8137,20.2314
14.917,14.5367,15.1714,15.9007,15.8263,15.3432,17.9871,19.0432,19.4544
15.083,14.1936,14.7704,15.4154,15.3475,15.036,17.5842,18.552,18.9475
15.201,13.9402,14.5825,15.222,15.1242,14.8822,17.3909,18.3214,18.6846
15.09,13.6355,14.2751,14.9128,14.8065,14.5342,17.0197,17.9279,18.2675
14.95,13.3635,13.9999,14.6335,14.5213,14.2494,16.7119,17.6024,17.9289
14.967,13.1366,13.776,14.411,14.2933,14.0494,16.5081,17.3975,17.7242
15.054,13.0467,13.6894,14.3292,14.2114,13.9567,16.422,17.3225,17.6486
15.746,13.4626,14.3794,15.3318,15.1652,15.0739,18.1182,19.5311,19.9843
16.712,14.3696,15.1283,16.1092,15.9466,15.8931,19.039,20.5395,21.061
16.493,14.9128,15.6711,16.5759,16.4075,16.2617,19.547,21.1857,21.7382
16.003,14.9669,15.8067,16.7692,16.6281,16.3001,19.6962,21.4404,21.9865
15.51,14.9769,15.9001,16.9898,16.8294,16.2449,19.7535,21.6059,22.1425
14.937,14.1754,15.2044,16.4414,16.2398,15.9009,19.5499,21.5052,22.0274
14.163,13.4999,14.6932,16.0287,15.7993,15.505,19.3097,21.384,21.8691
13.269,13.2146,14.5014,15.9864,15.7299,15.2175,19.2809,21.5946,22.031
12.505,12.5897,13.7939,15.3554,15.0371,14.2823,18.2293,20.4271,20.7571
11.98,12.4138,13.535,14.849,14.5976,14.0275,17.7422,19.7421,20.0588
11.629,12.2558,13.3446,14.62,14.3731,13.8035,17.425,19.3659,19.6664
11.539,12.2534,13.3012,14.5302,14.2923,13.6618,17.1838,19.0367,19.3074
11.515,12.3347,13.3424,14.5211,14.2931,13.6517,17.0748,18.8387,19.0958
11.637,12.7327,13.7014,14.8297,14.6205,13.9131,17.2464,18.9299,19.1879
12.068,13.1771,14.1197,15.2124,15.0203,14.2611,17.5354,19.1687,19.4383
12.397,13.4967,14.4352,15.5102,15.3344,14.6635,17.9287,19.5614,19.8894
12.774,13.5927,14.3015,15.1752,15.07,13.792,16.4587,17.6892,17.8005
13.046,13.1658,13.7631,14.4645,14.3748,13.4062,15.8349,16.7096,17.0188
13.192,12.6651,13.2053,13.824,13.7392,13.0134,15.3445,16.1315,16.4352
13.205,12.0214,12.5428,13.1451,13.0422,12.6314,14.9182,15.6658,15.9457
13.278,11.6855,12.3001,12.9121,12.7839,12.3809,14.6444,15.3707,15.6375
13.334,11.6044,12.2161,12.8242,12.6904,12.3053,14.5489,15.2603,15.5229
13.412,11.5163,12.131,12.7405,12.6014,12.2494,14.491,15.2025,15.4674
13.808,11.5353,12.1536,12.7679,12.6289,12.2637,14.5137,15.2375,15.4993
14.826,12.3761,13.2,14.0904,13.9167,13.5401,16.3888,17.6536,17.9863
16.233,13.2564,14.1086,15.0253,14.8543,14.4552,17.3882,18.7266,19.0935
16.224,13.6079,14.5137,15.4981,15.3222,14.8304,17.9026,19.3776,19.7743
15.914,13.5439,14.4997,15.5536,15.3684,14.8039,18.0109,19.6132,20.0159
15.48,13.6661,14.5638,15.6747,15.4807,14.8131,18.1419,19.8591,20.2554
14.828,13.2152,14.2695,15.4632,15.2501,14.678,18.1623,19.9933,20.3839
13.921,12.8444,13.9557,15.237,15.0032,14.4404,18.0921,20.0507,20.4131
13.036,12.662,13.8682,15.3001,15.0401,14.2723,18.1914,20.3958,20.7162
12.316,15.0333,16.7935,18.8906,18.4448,17.4299,22.9346,25.8951,26.2648
11.936,14.9935,16.65,18.5995,18.1671,17.2954,22.5279,25.2132,25.5661
11.776,14.9683,16.5932,18.5047,18.0732,17.1874,22.3439,24.9503,25.2795
11.777,15.1814,16.7546,18.6073,18.1937,17.2221,22.2698,24.7666,25.0685
12.037,15.4014,16.924,18.7117,18.3167,17.3216,22.256,24.6377,24.9312
12.845,16.0906,17.5765,19.3149,18.9356,17.8067,22.6854,24.9543,25.2425
14.283,17.2236,18.4543,20.0598,19.7314,18.3849,23.2524,25.452,25.7514
15.562,17.9896,19.2303,20.8116,20.4739,18.9102,23.802,25.9756,26.3252
15.573,18.0906,19.2531,20.6991,20.3554,17.9758,22.2987,23.816,23.7367
15.098,17.4394,18.4415,19.6404,19.2936,17.6105,21.4934,22.4958,22.6862
14.838,16.8319,17.7546,18.8362,18.4729,17.2451,20.9955,21.8643,22.0346
14.743,16.1334,17.1506,18.2319,17.8482,16.8101,20.5169,21.3445,21.4925
14.758,15.8196,16.8373,17.9207,17.5292,16.4847,20.1747,20.9845,21.1219
14.792,15.7142,16.7259,17.801,17.4102,16.4044,20.0685,20.8694,21.0135
14.915,15.8796,16.8935,17.9678,17.5779,16.6275,20.2892,21.1012,21.2592
15.414,15.7966,16.81,17.8839,17.5034,16.5746,20.2284,21.0675,21.2329
16.452,16.313,17.6269,19.0633,18.688,18.0608,22.3929,24.0572,24.4149
17.687,16.7393,18.0882,19.5568,19.1898,18.6403,23.0659,24.8318,25.2477
17.592,16.9613,18.3837,19.9455,19.5772,19.0079,23.6196,25.587,26.0536
17.415,17.1868,18.6297,20.2909,19.9137,19.2598,24.068,26.2293,26.718
17.031,17.4762,18.8813,20.5741,20.2036,19.4053,24.3864,26.7199,27.213
16.177,16.7499,18.3628,20.1963,19.7985,19.1475,24.2733,26.7736,27.278
15.061,16.1164,17.7891,19.7221,19.3093,18.658,23.9442,26.6302,27.1078
13.848,15.7961,17.5911,19.7231,19.2829,18.3129,23.9336,26.9765,27.4052
13.001,15.8129,17.5727,19.6857,19.2446,18.3147,23.8663,26.8593,27.2666
12.594,15.8039,17.4598,19.4249,18.9977,18.2203,23.502,26.2209,26.6173
12.342,15.7215,17.346,19.2731,18.8471,18.0618,23.2697,25.9111,26.2882
12.342,15.8263,17.3982,19.2659,18.8576,17.9826,23.078,25.6069,25.956
12.468,16.0305,17.5513,19.3535,18.9638,18.0674,23.0487,25.4616,25.804
13.083,16.711,18.1944,19.9467,19.5726,18.541,23.4635,25.7614,26.0981
14.567,17.7333,18.977,20.5949,20.2735,18.8715,23.7775,26.0022,26.3464
15.738,18.4212,19.6732,21.2656,20.9338,19.2402,24.1649,26.3592,26.7485
15.587,18.6816,19.8584,21.3163,20.9805,18.6922,23.1314,24.7099,24.7039
15.251,18.0586,19.0749,20.2843,19.9454,18.4364,22.3855,23.4369,23.6715
15.163,17.3688,18.3032,19.3932,19.0365,17.9586,21.7672,22.6786,22.8818
15.092,16.6008,17.6681,18.7569,18.3789,17.3424,21.1035,21.9706,22.1415
14.863,16.2661,17.4147,18.5056,18.1198,17.0722,20.8162,21.6652,21.8237
14.907,16.0768,17.219,18.3013,17.9159,16.9004,20.6154,21.4532,21.6156
15.043,16.0501,17.1942,18.2752,17.8904,16.9292,20.6386,21.4854,21.6613
15.608,16.237,17.3803,18.4611,18.0855,17.151,20.8521,21.7258,21.9121
16.579,16.4307,17.7149,19.1607,18.7882,18.1942,22.5392,24.2082,24.5808
17.755,16.5944,17.9349,19.4119,19.0464,18.5231,22.9505,24.7136,25.1417
17.587,16.8043,17.9568,19.5272,19.1601,18.6149,23.227,25.191,25.6685
17.419,16.9017,18.1559,19.6783,19.3025,18.6199,23.3822,25.4992,25.9717
16.981,16.9997,18.3675,20.0202,19.652,18.6693,23.5868,25.8616,26.3278
16.259,16.1004,17.6813,19.5001,19.1024,18.3952,23.4445,25.8753,26.3466
15.082,15.4558,17.0927,19.0064,18.5928,17.8749,23.0668,25.6689,26.1057
13.819,15.1269,16.8806,18.9858,18.5443,17.5052,23.0092,25.9488,26.3311
12.977,13.7212,15.4242,17.5018,17.0175,15.852,21.1551,23.9468,24.2314
12.454,13.6288,15.23,17.1296,16.6913,15.6581,20.6904,23.2096,23.4754
12.191,13.5334,15.103,16.9651,16.5271,15.474,20.4268,22.8652,23.1058
12.076,13.6587,15.1771,16.9809,16.5598,15.4119,20.2502,22.5756,22.7854
12.178,13.7908,15.2584,16.9982,16.5944,15.4123,20.1316,22.3387,22.5357
12.754,14.6853,15.9118,17.535,17.1692,15.7497,20.4052,22.4949,22.6806
14.15,15.8816,17.0707,18.6377,18.2963,16.2642,20.9003,22.9154,23.1056
15.446,16.5142,17.7106,19.2529,18.9005,16.724,21.3766,23.3601,23.5929
15.522,16.8938,18.0206,19.4358,19.0811,16.4501,20.6633,22.0423,21.8956
15.32,16.4911,17.4669,18.6448,18.2897,16.0634,19.8286,20.75,20.6203
15.269,16.0902,16.9922,18.0584,17.6892,15.6587,19.311,20.1073,20.3055
15.354,15.5811,16.5661,17.6347,17.2483,16.3492,19.9719,20.7372,20.9168
15.449,15.429,16.4301,17.5017,17.1083,16.2109,19.8256,20.5794,20.7513
15.567,15.4956,16.4908,17.5543,17.1617,16.3026,19.8924,20.6381,20.8164
15.622,15.4156,16.4122,17.4743,17.0824,16.2779,19.8619,20.6164,20.8086
15.824,15.2937,16.2887,17.3497,16.9666,16.1847,19.755,20.5327,20.7337
16.635,15.9032,17.1681,18.5668,18.182,17.4102,21.5508,23.0649,23.3591
17.492,15.8041,17.0986,18.5259,18.1468,17.4145,21.6192,23.2134,23.5496
17.219,15.5842,16.9485,18.4654,18.0843,17.317,21.6926,23.4761,23.8554
17.076,15.2929,16.7206,18.3282,17.9373,17.0559,21.596,23.5468,23.9325
16.676,15.3198,16.8029,18.4959,18.0954,17.0636,21.7514,23.8547,24.2327
15.901,14.7203,16.2564,18.0264,17.6121,16.6972,21.5093,23.763,24.1431
14.754,13.7352,15.3267,17.1908,16.7605,15.8419,20.794,23.2171,23.5656
13.53,13.2994,15.0068,17.0612,16.603,15.3716,20.6336,23.3924,23.6893
12.692,11.9104,13.6818,15.6874,15.2298,14.0248,19.2251,21.9466,22.2339
12.177,12.1105,13.7805,15.6425,15.1971,14.1265,19.0568,21.5071,21.7758
11.884,12.5662,14.205,16.0297,15.5846,14.4972,19.3492,21.7198,21.9637
11.747,12.9799,14.568,16.335,15.9068,14.7286,19.4685,21.7284,21.9421
11.802,13.249,14.7874,16.4911,16.0807,14.8721,19.4981,21.6435,21.8454
12.326,13.8544,15.3574,17.0133,16.6179,15.2655,19.8347,21.8679,22.0595
13.716,14.4294,15.9151,17.5439,17.1613,15.6853,20.2424,22.2064,22.4029
15.132,15.2803,16.4022,17.8044,17.4173,16.0352,20.6178,22.5565,22.7958
15.383,15.6615,16.7643,18.1627,17.795,15.9815,19.9105,21.0245,21.1209
15.284,15.5589,16.5168,17.6826,17.3177,15.8842,19.607,20.5051,20.6157
15.244,15.4068,16.2956,17.4357,17.045,15.7682,19.389,20.1764,20.2815
15.063,15.0762,16.055,17.2213,16.8249,15.5371,19.1371,19.8997,19.9871
15.046,14.9397,15.9215,17.0916,16.6889,15.4015,19.0003,19.7562,19.8332
15.211,14.9536,15.9311,17.0939,16.6931,15.4419,19.025,19.7789,19.8592
15.291,15.1476,16.1283,17.2908,16.8917,15.6929,19.2803,20.05,20.1406
15.511,15.4125,16.3929,17.5551,17.1657,15.9888,19.5706,20.369,20.4657
16.253,15.6397,16.6272,17.7888,17.4096,16.6586,20.8277,22.3667,22.669
17.191,15.4953,16.7201,18.1266,17.7542,17.052,21.2958,22.9224,23.2694
17.095,15.9636,17.067,18.5169,18.1441,17.4148,21.8426,23.6675,24.0598
16.998,16.4228,17.713,19.2318,18.8691,17.8126,22.4833,24.5464,24.9821
16.711,16.7188,18.1328,19.8371,19.4579,17.9415,22.7878,25.0261,25.4595
15.932,15.8441,17.3796,19.253,18.8484,17.7472,22.7461,25.1581,25.6011
14.824,14.947,16.685,18.5815,18.1616,17.378,22.5457,25.1509,25.565
13.642,14.7467,16.6116,18.88,18.3904,17.1609,22.6783,25.7367,26.0219
12.799,15.9219,17.9016,20.1111,19.6726,19.1869,24.8647,27.9761,28.4385
12.386,15.9038,17.7778,19.8357,19.4118,19.083,24.4868,27.3192,27.7699
12.107,15.9106,17.7531,19.7725,19.3504,19.0157,24.3478,27.1038,27.5355
12.077,16.0873,17.8765,19.8352,19.4315,19.0081,24.2283,26.8712,27.2752
12.215,16.2965,18.0338,19.9257,19.5412,19.1022,24.2085,26.7349,27.1345
12.817,16.9443,18.6434,20.4839,20.1157,19.5479,24.5961,27.0071,27.4041
14.261,17.6872,19.2576,21.0683,20.7138,20.0384,25.0732,27.4128,27.8224
15.524,18.7604,19.9683,21.387,21.0538,20.4771,25.5387,27.8541,28.3197
15.531,18.9538,20.1587,21.6373,21.303,19.8712,24.2234,25.6634,25.9416
15.209,18.5568,19.6482,20.8726,20.5133,19.5433,23.6532,24.8469,25.114
15.113,18.4216,19.4744,20.64,20.2741,19.3707,23.3602,24.4278,24.6743
15.205,18.1659,19.2131,20.3738,20.002,19.0676,23.0311,24.0692,24.2882
15.028,17.9507,19.0004,20.1646,19.7863,18.8403,22.7991,23.8277,24.0308
15.108,17.8609,18.9054,20.0618,19.6848,18.7712,22.7091,23.7319,23.9368
15.224,17.8029,18.8502,20.006,19.6301,18.7748,22.712,23.7473,23.9668
15.5,17.668,18.7147,19.8702,19.5032,18.68,22.6073,23.6689,23.9023
16.341,17.5804,18.6367,19.7926,19.4362,19.4681,24.0226,25.8627,26.3575
17.499,18.0489,19.097,20.2527,19.9401,19.775,24.4253,26.3707,26.945
17.417,18.3962,19.5986,20.947,20.6311,19.9517,24.7958,26.9514,27.5893
17.169,18.6386,19.9924,21.547,21.2111,20.0059,25.0501,27.4056,28.0714
16.925,18.8009,20.2789,22.0193,21.6654,20.1317,25.255,27.7844,28.4536
16.382,17.759,19.3566,21.2659,20.8846,19.7739,25.1358,27.8355,28.5163
15.382,16.5871,18.3083,20.423,20.0095,19.354,24.8776,27.7665,28.4176
14.263,16.0204,17.9934,20.5192,20.0477,19.1415,25.0052,28.2592,28.8556
13.325,13.9912,15.301,16.823,16.5549,16.2432,20.4252,22.8376,23.3393
12.828,13.819,15.0432,16.4454,16.1909,15.9906,19.9333,22.1411,22.6307
12.58,13.6411,14.832,16.1944,15.9444,15.7398,19.586,21.7321,22.2043
12.463,13.5971,14.7452,16.0593,15.8185,15.5463,19.2885,21.3427,21.7831
12.398,13.5566,14.6632,15.9248,15.6941,15.4064,19.0445,21.0054,21.431
12.647,13.8197,14.8859,16.0952,15.8836,15.5273,19.072,20.9494,21.3765
13.286,14.1096,15.1489,16.3211,16.127,15.72,19.2049,21.0305,21.4698
14.054,14.4488,15.4225,16.5767,16.3995,16.0943,19.5739,21.4016,21.9048
14.714,14.7472,15.5172,16.4244,16.332,15.7238,18.5706,19.8327,20.2812
15.363,14.5918,15.2948,15.9941,15.9111,15.666,18.3473,19.4495,19.9063
15.547,14.4751,15.1816,15.8401,15.7619,15.5721,18.1714,19.1938,19.641
15.71,14.2304,14.949,15.6008,15.5153,15.2961,17.8654,18.8556,19.2685
15.798,14.0674,14.7832,15.4341,15.3408,15.1061,17.6598,18.6323,19.0216
15.722,13.9255,14.6381,15.2853,15.1865,14.9603,17.4955,18.4529,18.8278
15.579,13.8363,14.552,15.2008,15.0965,14.8988,17.4314,18.3884,18.7611
15.766,13.846,14.5657,15.2194,15.115,14.9081,17.4484,18.418,18.792
16.399,13.953,14.8145,15.7837,15.6157,15.6596,18.7683,20.2518,20.7555
17.065,14.323,15.1205,16.1145,15.9466,15.9612,19.1349,20.6814,21.2277
16.789,14.9034,15.6835,16.524,16.3989,16.2382,19.5542,21.2426,21.8247
16.402,15.0427,15.9434,16.9432,16.7962,16.3793,19.8507,21.6876,22.29
15.886,15.0986,16.09,17.2264,17.0597,16.3982,19.9955,21.9519,22.5475
15.271,14.3966,15.5031,16.7971,16.5894,16.2511,20.006,22.0794,22.6682
14.534,13.7778,15.0086,16.3917,16.1549,15.9901,19.916,22.1217,22.6764
13.651,13.5786,14.9099,16.4623,16.1887,15.7951,20.0043,22.4715,22.9802
12.861,13.7205,15.0926,16.6072,16.3391,16.258,20.5513,23.032,23.6208
12.313,13.6024,14.8873,16.2798,16.0261,16.0684,20.1235,22.3981,22.9786
12.004,13.517,14.7684,16.1207,15.872,15.9172,19.8792,22.0935,22.6588
11.922,13.5824,14.7902,16.0934,15.8547,15.8388,19.6997,21.8231,22.3587
11.975,13.6698,14.8355,16.0857,15.8579,15.839,19.6009,21.6331,22.1585
12.213,13.9854,15.1108,16.3082,16.1007,16.0318,19.7084,21.6617,22.1975
12.615,14.3783,15.4772,16.6385,16.4498,16.3549,19.9828,21.8921,22.4545
13.142,14.7917,15.8591,17.0038,16.8334,16.8746,20.5106,22.4323,23.0777
13.688,15.3304,16.1288,17.059,16.9725,16.4375,19.4198,20.7868,21.3496
14.091,15.2111,15.8936,16.6412,16.5751,16.3972,19.2102,20.4136,20.9841
14.303,15.0722,15.7206,16.39,16.3186,16.3925,19.1161,20.2373,20.8014
14.506,14.9384,15.6609,16.3237,16.2451,16.2896,18.981,20.072,20.6082
14.624,14.9416,15.6621,16.3246,16.2389,16.2761,18.9573,20.0343,20.5514
14.708,14.9432,15.6614,16.3214,16.2313,16.2946,18.9674,20.0358,20.5463
14.878,14.9294,15.652,16.3147,16.2202,16.3322,19.0132,20.0883,20.6056
15.362,14.9579,15.6855,16.3542,16.2605,16.3822,19.0802,20.1743,20.7025
16.471,15.1115,16.108,17.0685,16.9141,17.4405,20.7506,22.3646,23.0846
17.668,15.8909,16.6601,17.6484,17.4962,18.0576,21.4575,23.1539,23.9529
17.563,16.5796,17.4478,18.3257,18.2234,18.4965,22.0524,23.9016,24.7511
17.231,16.8211,17.8173,18.8544,18.7324,18.7229,22.4416,24.4434,25.3225
16.922,16.8618,18.0904,19.2684,19.1286,18.7872,22.6511,24.7831,25.6745
16.343,16.1441,17.5964,18.936,18.7565,18.6684,22.7046,24.9621,25.8613
15.442,15.3459,16.9942,18.5216,18.2987,18.4048,22.6213,25.0166,25.8897
14.533,14.9859,16.8205,18.6738,18.3956,18.1666,22.6759,25.7503,26.385
13.782,17.9773,20.2761,22.5223,22.1068,22.0768,28.3036,31.8527,32.8241
13.397,17.8259,20.0367,22.1226,21.722,21.8455,27.7784,31.0284,31.9849
13.121,17.7034,19.9078,21.9525,21.5534,21.6622,27.5162,30.6816,31.6174
13.116,17.8009,19.9655,21.9454,21.5645,21.5656,27.2951,30.3351,31.2358
13.308,17.9496,20.0483,21.9563,21.5939,21.5497,27.1436,30.0495,30.9289
13.99,18.5475,20.5862,22.4374,22.0905,21.8857,27.3976,30.1696,31.028
15.466,19.3031,21.2129,23.0302,22.6961,22.3567,27.8346,30.5198,31.3744
16.795,20.0197,21.8725,23.5616,23.2524,22.8301,28.3188,30.9695,31.8694
16.832,20.6037,22.0077,23.5484,23.2348,21.9301,26.5976,28.3931,28.9051
16.614,20.1137,21.2471,22.5191,22.2038,21.5484,25.9379,27.3473,27.9229
16.598,19.6802,20.7322,21.8875,21.5494,21.1995,25.4462,26.7061,27.2229
16.511,19.3642,20.5717,21.7211,21.3764,20.9749,25.1857,26.4057,26.8783
16.333,19.3693,20.578,21.7308,21.3796,20.9609,25.166,26.3751,26.8298
16.383,19.4007,20.604,21.7493,21.3998,21.0193,25.2068,26.4123,26.8726
16.593,19.4116,20.6184,21.7637,21.4154,21.1024,25.2931,26.514,26.9935
17.058,19.286,20.4926,21.6382,21.299,21.0221,25.2052,26.4543,26.9504
18,19.2702,20.7357,22.2579,21.9179,22.1868,27.0676,29.1662,29.9895
19.042,19.4401,21.0384,22.5941,22.2603,22.6328,27.5992,29.7968,30.6939
18.831,19.5538,21.2326,22.8888,22.5518,22.9046,28.0648,30.4743,31.425
18.647,19.5434,21.2865,23.0359,22.689,22.9065,28.2348,30.8157,31.7677
18.252,19.5835,21.2953,23.1386,22.7818,22.8432,28.3394,31.0921,32.0415
17.534,18.9334,20.803,22.7325,22.3617,22.5506,28.1957,31.122,32.0856
16.294,18.3179,20.2529,22.2873,21.9003,22.0756,27.8878,31.0085,31.9461
15.072,18.0105,20.0765,22.3208,21.9047,21.7358,27.8992,31.3952,32.2835
14.221,17.3999,19.2922,21.4877,21.0656,20.7122,26.6901,30.0536,30.8052
13.724,17.284,19.0661,21.1046,20.6964,20.4834,26.1679,29.2369,29.9689
13.49,17.1803,18.9273,20.9248,20.5172,20.2741,25.8715,28.8527,29.5549
