2015 Observed,2030 Baseline,2030 Extended,2030 Net Zero,2050 Baseline,2050 Extended,2050 Net Zero
18.281,18.035,18.233,19.427,22.856,24.428,26.27
17.612,17.569,17.787,19.027,22.642,24.303,26.287
16.446,17.021,17.263,18.562,22.264,24.029,26.135
15.233,16.688,16.975,18.394,22.017,23.986,26.319
14.409,16.272,16.59,18.061,21.204,23.115,25.398
14.006,16.066,16.352,17.735,20.832,22.593,24.661
13.748,15.96,16.238,17.601,20.651,22.377,24.369
13.606,16.08,16.344,17.676,20.592,22.259,24.112
13.701,16.206,16.457,17.752,20.577,22.179,23.908
14.306,16.693,16.928,18.196,20.881,22.425,24.017
15.742,17.398,17.578,18.759,21.257,22.766,24.271
17.068,18.121,18.29,19.455,21.599,23.096,24.625
17.457,18.497,18.631,19.719,21.145,22.19,22.919
17.541,18.171,18.251,19.191,20.845,21.758,22.352
17.488,17.954,18.008,18.882,20.658,21.507,22.026
17.519,17.713,17.767,18.643,20.49,21.325,21.817
17.437,17.608,17.662,18.543,20.371,21.2,21.687
17.306,17.52,17.574,18.45,20.288,21.11,21.599
17.031,17.432,17.487,18.361,20.232,21.054,21.565
16.981,17.276,17.333,18.203,20.09,20.916,21.445
17.257,17.213,17.272,18.138,20.685,21.895,23.208
17.487,16.765,16.914,18.021,20.968,22.217,23.627
17.46,17.297,17.418,18.423,21.489,22.852,24.454
17.918,17.936,18.102,19.223,21.892,23.374,25.134
18.226,18.331,18.553,19.823,22.129,23.751,25.728
17.613,17.595,17.862,19.23,21.897,23.626,25.764
16.542,16.692,17.011,18.505,21.53,23.382,25.651
15.287,16.443,16.86,18.615,21.464,23.702,26.363
14.438,17.748,18.105,19.742,23.754,25.985,28.697
14.014,17.647,17.97,19.51,23.476,25.552,28.031
13.783,17.593,17.907,19.422,23.343,25.373,27.772
13.707,17.767,18.067,19.546,23.332,25.295,27.542
13.885,17.989,18.274,19.716,23.445,25.339,27.456
14.525,18.616,18.885,20.303,23.927,25.755,27.729
15.976,19.413,19.619,20.943,24.516,26.306,28.192
17.335,20.235,20.423,21.688,25.077,26.855,28.776
17.664,20.74,20.889,22.071,24.487,25.76,26.808
17.605,20.423,20.514,21.527,24.225,25.377,26.276
17.447,20.083,20.149,21.074,23.956,25.028,25.84
17.254,19.828,19.899,20.82,23.659,24.695,25.471
17.035,19.646,19.718,20.644,23.428,24.45,25.213
16.912,19.542,19.614,20.529,23.313,24.328,25.093
16.706,19.514,19.587,20.496,23.339,24.359,25.152
16.645,19.456,19.532,20.441,23.35,24.386,25.203
16.873,19.489,19.568,20.48,24.41,25.894,27.586
17.107,19.428,19.529,20.74,24.856,26.394,28.202
17.261,19.961,20.108,21.194,25.415,27.079,29.099
17.841,20.248,20.373,21.784,25.826,27.619,29.835
18.373,20.53,20.651,22.374,26.222,28.153,30.575
18.009,19.657,19.778,21.742,26.177,28.222,30.828
17.093,19.002,19.237,21.07,25.966,28.146,30.903
16.027,18.977,19.278,21.199,25.984,28.414,31.438
15.21,15.851,16.055,17.708,21.37,23.364,25.71
14.794,15.65,15.839,17.24,21.142,23.015,25.228
14.567,15.604,15.78,16.977,20.97,22.833,25.008
14.458,15.71,15.896,16.974,20.862,22.698,24.776
14.501,15.906,16.127,17.109,20.929,22.735,24.726
14.804,16.617,16.833,17.743,21.183,22.957,24.859
15.432,17.383,17.588,18.454,21.387,23.145,24.997
16.059,17.953,18.152,18.993,21.688,23.456,25.33
16.362,17.806,17.966,18.726,21.401,22.957,24.245
16.425,17.256,17.257,18.205,21.021,22.225,23.206
16.188,16.791,16.706,17.761,20.555,21.533,22.276
15.972,16.487,16.529,17.204,19.755,20.627,21.646
15.627,15.877,15.949,16.506,19.378,20.216,21.192
15.274,15.61,15.68,16.211,19.07,19.879,20.837
15.003,15.477,15.549,16.076,19.028,19.825,20.788
14.756,15.241,15.315,15.846,19.085,19.881,20.845
14.899,15.979,16.083,16.878,20.205,21.425,22.873
15.408,16.121,16.231,17.042,20.423,21.678,23.203
15.91,16.439,16.567,17.429,20.923,22.275,23.955
16.514,17.057,17.204,18.137,21.851,23.324,25.152
17.096,17.395,17.51,18.595,22.312,23.856,25.75
16.768,17.258,17.363,18.565,22.524,24.152,26.162
16.132,17.02,17.123,18.438,22.546,24.265,26.369
15.245,16.976,17.118,18.516,22.607,24.496,26.774
14.534,15.556,15.73,17.309,20.522,22.614,24.744
14.098,15.384,15.551,16.854,20.143,21.842,23.738
13.854,15.344,15.518,16.592,19.98,21.619,23.517
13.754,15.514,15.686,16.708,19.967,21.567,23.368
13.75,15.589,15.756,16.73,19.905,21.459,23.173
13.885,15.857,16.016,16.951,20.017,21.523,23.148
14.318,16.333,16.477,17.386,20.185,21.659,23.231
14.645,16.609,16.691,17.73,20.357,21.788,23.365
14.76,16.523,16.541,17.603,19.945,21.116,22.002
14.721,15.952,16.04,16.641,18.526,19.406,19.95
14.69,14.842,14.904,15.424,16.833,17.529,17.896
14.647,14.08,14.136,14.642,16.324,16.968,17.688
14.53,13.722,13.776,14.279,16.178,16.805,17.507
14.456,13.523,13.577,14.076,15.932,16.546,17.239
14.377,13.379,13.433,13.931,15.794,16.404,17.11
14.486,13.333,13.389,13.89,15.749,16.364,17.077
15.091,14.415,14.525,15.228,17.651,18.656,19.836
15.879,14.744,14.86,15.579,18.06,19.101,20.355
16.339,15.111,15.243,16.006,18.561,19.688,21.081
16.878,15.287,15.436,16.244,18.837,20.048,21.553
17.158,15.168,15.327,16.165,18.674,19.935,21.477
16.692,14.561,14.733,15.618,18.298,19.625,21.25
15.758,14.03,14.218,15.158,17.925,19.326,21.019
14.754,13.764,13.982,15.014,17.752,19.294,21.133
13.995,16.678,16.994,18.407,21.467,23.384,25.619
13.646,16.335,16.619,17.942,20.934,22.698,24.716
13.515,16.031,16.306,17.606,20.522,22.244,24.182
13.432,16.017,16.279,17.545,20.303,21.962,23.76
13.547,16.065,16.312,17.54,20.201,21.795,23.47
14.224,16.563,16.795,17.997,20.511,22.044,23.582
15.675,17.491,17.67,18.839,20.894,22.386,23.836
17.078,18.091,18.258,19.419,21.24,22.714,24.183
17.348,18.381,18.511,19.599,20.535,21.637,22.214
17.274,17.858,17.934,18.868,20.148,20.993,21.549
17.062,17.344,17.393,18.254,19.785,20.557,21.031
16.807,16.93,16.977,17.926,19.496,20.251,20.692
16.598,16.768,16.814,17.766,19.314,20.063,20.495
16.558,16.641,16.687,17.632,19.19,19.932,20.366
16.264,16.575,16.622,17.565,19.169,19.914,20.372
16.149,16.456,16.506,17.446,19.081,19.835,20.313
16.33,16.414,16.467,17.404,19.948,21.122,22.355
16.607,16.411,16.578,17.615,20.272,21.488,22.819
16.753,16.698,16.88,17.973,20.771,22.099,23.619
17.396,17.573,17.734,18.831,21.477,22.928,24.611
18.059,18.273,18.481,19.704,22.114,23.687,25.528
17.597,17.619,17.869,19.19,22.264,23.939,25.935
16.532,17.182,17.463,18.79,22.147,23.933,26.057
15.373,17.048,17.375,18.828,22.124,24.12,26.476
14.546,16.985,17.303,18.788,22.247,24.259,26.619
14.073,16.737,17.022,18.418,21.823,23.681,25.821
13.859,16.618,16.895,18.269,21.615,23.434,25.497
13.801,16.81,17.074,18.411,21.61,23.37,25.29
13.941,16.977,17.227,18.524,21.639,23.335,25.128
14.531,17.56,17.793,19.065,22.042,23.677,25.332
15.952,18.693,18.886,20.096,22.547,24.143,25.708
17.146,19.265,19.445,20.638,22.881,24.457,26.041
17.158,19.484,19.626,20.744,22.102,23.367,24.001
16.873,18.884,18.969,19.93,21.177,22.148,22.597
16.554,18.262,18.318,19.193,20.809,21.624,22.229
16.344,17.585,17.635,18.501,20.41,21.198,21.761
16.037,17.356,17.407,18.272,20.15,20.924,21.47
15.781,17.171,17.221,18.078,19.938,20.699,21.242
15.498,16.973,17.023,17.878,19.767,20.527,21.091
15.456,16.74,16.793,17.645,19.555,20.321,20.904
15.759,17.139,17.294,18.365,21.149,22.369,23.671
16.154,17.232,17.395,18.484,21.394,22.659,24.065
16.439,17.347,17.533,18.681,21.779,23.167,24.773
17.156,18.201,18.37,19.484,22.472,23.996,25.778
17.952,18.749,18.958,20.179,22.864,24.492,26.39
17.552,17.991,18.241,19.558,22.871,24.595,26.642
16.517,17.603,17.878,19.25,22.879,24.711,26.884
15.323,17.578,17.898,19.396,22.963,25.003,27.405
14.553,16.564,16.874,18.348,21.854,23.85,26.163
14.217,16.394,16.672,18.053,21.518,23.364,25.46
14.016,16.314,16.585,17.945,21.356,23.164,25.183
13.918,16.449,16.706,18.033,21.293,23.04,24.916
14.062,16.712,16.959,18.26,21.324,23.005,24.755
14.645,17.782,17.997,19.25,21.687,23.305,24.916
16.114,18.916,19.108,20.337,22.154,23.732,25.252
17.267,19.454,19.634,20.846,22.591,24.146,25.685
17.174,19.564,19.705,20.816,22.211,23.473,24.1
16.575,18.87,18.954,19.899,21.157,22.123,22.446
16.194,18.195,18.25,19.122,20.186,20.988,21.297
15.957,17.397,17.445,18.307,19.859,20.627,21.241
15.7,16.95,16.997,17.858,19.824,20.574,21.171
15.599,16.838,16.884,17.737,19.677,20.411,21.002
15.362,16.539,16.585,17.435,19.401,20.133,20.744
15.264,16.211,16.263,17.103,19.129,19.864,20.491
15.544,17.245,17.39,18.442,21.103,22.276,23.509
15.899,17.411,17.563,18.633,21.395,22.607,23.938
16.13,17.475,17.65,18.777,21.7,23.029,24.557
16.77,17.63,17.831,19.021,22.115,23.581,25.283
17.554,17.883,18.075,19.257,22.26,23.802,25.562
17.192,17.14,17.374,18.649,21.894,23.525,25.422
16.101,16.562,16.819,18.149,21.488,23.22,25.233
14.989,16.612,16.911,18.354,21.611,23.533,25.761
14.119,15.017,15.371,16.943,19.446,21.261,23.329
13.642,14.704,14.996,16.395,18.963,20.629,22.486
13.415,14.489,14.764,16.118,18.786,20.409,22.189
13.207,14.683,14.932,16.219,18.56,20.121,21.765
13.298,14.983,15.204,16.417,18.512,20.009,21.534
13.787,16.069,16.26,17.427,18.988,20.427,21.82
15.167,17.185,17.354,18.498,19.113,20.503,21.809
16.439,17.696,17.853,18.987,19.724,20.98,22.095
16.48,17.778,17.899,18.959,19.614,20.698,21.116
16.124,17.051,17.118,18.033,18.605,19.413,19.55
15.803,16.141,16.179,17.022,17.422,18.067,18.03
15.473,15.118,15.148,15.98,17.106,17.731,18.165
15.273,14.756,14.785,15.617,17.009,17.623,18.046
15.201,14.716,14.745,15.57,16.985,17.594,18.02
15.373,14.642,14.671,15.494,16.958,17.57,18.017
15.286,14.446,14.483,15.297,16.81,17.427,17.893
15.704,15.061,15.168,16.138,18.459,19.504,20.562
16.111,15.212,15.326,16.313,18.719,19.803,20.953
16.274,15.371,15.506,16.546,19.048,20.233,21.559
16.638,15.572,15.728,16.824,19.344,20.629,22.097
16.82,15.632,15.81,16.962,19.471,20.856,22.453
16.287,15.38,15.578,16.777,19.499,20.979,22.721
15.272,15.158,15.379,16.636,19.475,21.067,22.933
14.076,15.004,15.27,16.643,19.445,21.242,23.336
13.19,15.565,15.816,17.171,20.027,21.827,23.928
12.666,15.436,15.657,16.925,19.738,21.395,23.29
12.447,15.35,15.564,16.811,19.582,21.205,23.031
12.335,15.41,15.612,16.83,19.504,21.079,22.777
12.308,15.346,15.534,16.719,19.321,20.835,22.417
12.495,15.818,16.011,17.204,19.524,20.98,22.43
12.884,17.041,17.213,18.376,19.921,21.346,22.712
13.179,17.561,17.72,18.866,20.17,21.576,22.958
13.616,17.717,17.84,18.909,19.571,20.673,21.121
13.776,17.035,17.104,18.026,18.713,19.484,19.961
13.593,16.355,16.396,17.25,18.267,18.963,19.358
13.594,15.694,15.73,16.581,17.884,18.557,18.918
13.553,15.196,15.289,16.217,17.593,18.253,18.603
13.419,15.005,15.096,16.018,17.398,18.046,18.392
13.244,14.972,15.064,15.981,17.408,18.057,18.426
13.405,14.98,15.075,15.959,17.445,18.104,18.495
13.892,15.058,15.157,16.136,18.591,19.679,20.815
14.511,15.375,15.483,16.479,19.041,20.174,21.41
14.824,15.783,15.913,16.965,19.674,20.921,22.345
15.135,16.592,16.743,17.834,20.191,21.553,23.132
15.328,17.198,17.4,18.635,20.542,22.034,23.8
15.036,16.536,16.781,18.108,20.43,22.023,23.942
14.358,15.783,16.078,17.522,20.225,21.935,23.983
13.523,15.585,15.972,17.658,20.191,22.125,24.532
12.859,13.457,13.681,14.685,17.294,18.789,20.526
12.46,13.388,13.59,14.52,17.114,18.51,20.106
12.217,13.376,13.573,14.479,17.058,18.438,19.994
12.161,13.527,13.715,14.593,17.103,18.452,19.915
12.238,13.695,13.873,14.721,17.206,18.52,19.904
12.542,14.198,14.365,15.18,17.505,18.788,20.093
13.145,15,15.154,15.938,17.872,19.136,20.399
13.726,15.581,15.729,16.494,18.249,19.504,20.801
14.309,15.714,15.836,16.518,18.084,19.16,19.855
14.479,15.225,15.306,15.875,17.363,18.193,18.678
14.382,14.691,14.752,15.273,16.595,17.283,17.897
14.168,14.047,14.103,14.62,16.18,16.822,17.475
14.015,13.551,13.606,14.123,16.008,16.63,17.265
13.809,13.513,13.567,14.079,15.933,16.543,17.172
13.604,13.499,13.553,14.063,15.934,16.544,17.186
13.558,13.556,13.612,14.124,15.988,16.602,17.25
13.895,14.404,14.518,15.187,17.434,18.375,19.449
14.462,14.616,14.735,15.419,17.69,18.661,19.801
14.866,14.78,14.915,15.642,17.972,19.024,20.298
15.333,14.814,14.965,15.739,18.14,19.281,20.671
15.907,15.202,15.363,16.168,18.134,19.349,20.824
15.691,14.703,14.891,15.787,18.075,19.365,20.932
15.032,14.188,14.41,15.414,17.961,19.338,20.982
14.26,14.168,14.454,15.646,18.127,19.666,21.471
13.585,14.474,14.709,15.744,18.421,19.963,21.722
13.122,14.396,14.61,15.575,18.246,19.694,21.313
12.904,14.256,14.465,15.405,18.029,19.454,21.028
12.854,14.228,14.427,15.339,17.835,19.217,20.689
12.861,14.195,14.383,15.262,17.659,18.986,20.366
13.011,14.365,14.542,15.389,17.674,18.943,20.234
13.36,14.641,14.792,15.563,17.781,19.01,20.249
13.763,14.975,15.119,15.859,17.948,19.156,20.421
14.265,15.047,15.165,15.835,17.086,18.099,18.748
14.549,14.687,14.765,15.328,16.673,17.405,18.081
14.585,14.334,14.393,14.91,16.433,17.097,17.715
14.586,13.862,13.916,14.434,16.107,16.745,17.332
14.473,13.596,13.65,14.159,15.849,16.473,17.045
14.269,13.43,13.483,13.985,15.644,16.256,16.822
14.164,13.29,13.343,13.841,15.501,16.109,16.685
14.133,13.2,13.253,13.753,15.395,16.005,16.583
14.373,13.513,13.634,14.324,16.385,17.314,18.365
14.581,13.774,13.901,14.605,16.699,17.658,18.777
14.734,14.14,14.283,15.03,17.185,18.227,19.48
15.191,14.659,14.789,15.503,17.742,18.877,20.249
15.907,15.178,15.334,16.113,18.073,19.275,20.711
15.693,14.734,14.92,15.802,18.229,19.503,21.03
15.139,14.553,14.755,15.695,18.258,19.617,21.218
14.368,14.443,14.676,15.709,18.278,19.785,21.537
13.717,16.448,16.751,18.198,21.378,23.321,25.571
13.318,16.289,16.56,17.916,21.042,22.837,24.873
13.103,16.181,16.444,17.776,20.834,22.59,24.548
13.109,16.281,16.53,17.825,20.723,22.418,24.234
13.247,16.423,16.658,17.913,20.699,22.33,24.019
13.733,17.037,17.244,18.442,20.989,22.559,24.109
14.776,18.081,18.264,19.437,21.348,22.878,24.336
15.768,18.567,18.737,19.898,21.62,23.127,24.601
16.371,18.743,18.876,19.962,21.022,22.221,22.769
16.516,18.104,18.182,19.135,20.191,21.028,21.598
16.504,17.413,17.462,18.327,19.668,20.423,20.904
16.348,16.709,16.752,17.604,19.195,19.924,20.364
16.119,16.42,16.462,17.314,18.862,19.579,20.005
16.012,16.192,16.232,17.078,18.618,19.323,19.746
15.882,16.034,16.075,16.917,18.488,19.191,19.633
15.758,15.769,15.817,16.65,18.333,19.04,19.501
16.085,15.804,15.944,16.985,19.394,20.534,21.728
16.39,15.973,16.121,17.179,19.694,20.874,22.166
16.394,16.258,16.428,17.541,20.183,21.473,22.952
16.834,16.741,16.933,18.107,20.835,22.243,23.882
17.574,17.185,17.398,18.625,21.348,22.854,24.606
17.112,17.026,17.259,18.533,21.475,23.077,24.977
15.989,16.638,16.894,18.227,21.283,22.995,25.019
14.889,16.433,16.735,18.187,21.188,23.103,25.353
14.15,15.84,16.138,17.578,20.502,22.382,24.572
13.746,15.672,15.939,17.293,20.176,21.909,23.889
13.54,15.568,15.827,17.161,19.989,21.684,23.589
13.493,15.668,15.914,17.212,19.898,21.537,23.304
13.583,15.826,16.059,17.317,19.92,21.498,23.144
14.131,16.564,16.765,17.964,20.312,21.832,23.344
15.534,17.751,17.931,19.103,20.832,22.316,23.742
16.734,18.274,18.441,19.601,21.209,22.672,24.114
16.906,18.391,18.52,19.613,20.525,21.679,22.193
16.632,17.701,17.776,18.713,19.51,20.37,20.854
16.291,17.081,17.127,17.984,19.256,19.982,20.439
15.99,16.434,16.474,17.323,18.818,19.521,19.941
15.597,16.172,16.212,17.062,18.538,19.231,19.639
15.547,16.034,16.074,16.917,18.393,19.077,19.484
15.353,15.968,16.008,16.848,18.36,19.042,19.47
15.43,15.696,15.743,16.575,18.265,18.954,19.4
15.787,15.885,16.026,17.068,19.411,20.534,21.707
16.257,16.169,16.317,17.376,19.823,20.986,22.256
16.454,16.572,16.742,17.857,20.435,21.708,23.166
16.982,17.061,17.254,18.43,21.137,22.537,24.161
17.5,17.451,17.648,18.847,21.578,23.086,24.841
17.077,16.908,17.143,18.423,21.386,22.989,24.891
15.976,16.397,16.657,17.995,21.076,22.79,24.818
14.842,16.137,16.441,17.899,20.936,22.858,25.115
14.092,16.239,16.526,17.931,20.908,22.813,25.022
13.7,16.162,16.417,17.733,20.658,22.414,24.408
13.456,16.131,16.378,17.671,20.533,22.249,24.167
13.373,16.246,16.48,17.739,20.434,22.087,23.861
13.503,16.327,16.547,17.766,20.356,21.941,23.589
14.141,16.845,17.049,18.243,20.671,22.192,23.701
15.434,17.644,17.823,18.991,21.059,22.538,23.956
16.746,18.153,18.319,19.476,21.374,22.83,24.263
17.141,18.381,18.511,19.592,20.618,21.643,22.296
17.176,17.92,17.996,18.928,20.256,21.116,21.66
17.372,17.504,17.553,18.415,19.925,20.714,21.18
17.636,17.015,17.082,18.018,19.606,20.377,20.811
17.74,16.764,16.861,17.798,19.347,20.108,20.532
17.738,16.607,16.703,17.633,19.181,19.934,20.357
17.592,16.512,16.609,17.537,19.124,19.877,20.323
17.688,16.378,16.478,17.403,19.019,19.78,20.246
18.004,16.327,16.429,17.441,19.844,20.996,22.19
18.094,16.456,16.593,17.622,20.138,21.33,22.624
17.99,16.692,16.851,17.935,20.583,21.885,23.365
18.215,16.983,17.139,18.264,20.961,22.37,24
18.322,17.288,17.478,18.662,21.14,22.631,24.345
17.66,16.8,17.017,18.252,21.1,22.68,24.533
16.546,16.387,16.627,17.918,20.866,22.55,24.522
15.312,16.232,16.516,17.921,20.807,22.689,24.881
14.552,15.274,15.566,16.938,19.646,21.453,23.515
14.009,15.225,15.487,16.772,19.433,21.095,22.949
13.774,15.147,15.401,16.664,19.265,20.89,22.67
13.662,15.235,15.476,16.706,19.164,20.73,22.375
13.759,15.345,15.572,16.765,19.129,20.631,22.156
14.312,16.266,16.461,17.636,19.414,20.856,22.248
15.633,17.349,17.521,18.672,19.849,21.251,22.554
16.99,17.861,18.02,19.161,20.223,21.603,22.921
17.385,18.147,18.271,19.34,20.138,21.255,21.712
17.373,17.685,17.757,18.68,19.47,20.314,20.765
17.36,17.223,17.269,18.124,19.225,19.952,20.373
17.43,16.642,16.683,17.531,18.906,19.611,19.999
17.286,16.062,16.099,17.015,18.597,19.289,19.664
17.214,15.786,15.826,16.809,18.382,19.06,19.431
17.109,15.636,15.676,16.656,18.252,18.926,19.314
17.153,15.418,15.46,16.346,18.05,18.727,19.131
17.54,15.221,15.265,16.237,18.359,19.418,20.483
17.637,15.194,15.338,16.341,18.553,19.649,20.807
17.469,15.341,15.506,16.562,18.868,20.063,21.396
17.761,15.507,15.692,16.804,19.117,20.407,21.879
17.908,15.57,15.771,16.927,19.149,20.511,22.055
17.263,15.016,15.234,16.433,18.822,20.263,21.936
16.086,14.637,14.878,16.13,18.599,20.135,21.92
14.931,14.592,14.875,16.238,18.629,20.352,22.348
13.969,13.45,13.726,15.091,17.25,18.905,20.798
13.436,13.263,13.509,14.789,16.885,18.393,20.08
13.172,13.023,13.26,14.518,16.54,18.005,19.617
13.018,12.947,13.171,14.396,16.267,17.671,19.149
13.022,13.015,13.225,14.414,16.188,17.53,18.892
13.465,13.513,13.708,14.874,16.502,17.785,19.017
14.722,14.171,14.317,15.424,16.949,18.195,19.342
15.945,14.845,14.98,16.079,17.396,18.626,19.79
16.347,15.46,15.562,16.595,17.124,17.941,18.392
16.446,15.442,15.496,16.392,17.079,17.784,18.116
16.454,15.394,15.426,16.259,17.233,17.884,18.151
16.215,15.262,15.294,16.137,17.252,17.894,18.139
16.105,15.161,15.193,16.039,17.151,17.792,18.034
16.056,15.031,15.063,15.902,17.035,17.672,17.917
15.671,14.96,14.993,15.83,17.01,17.649,17.916
15.562,14.888,14.924,15.758,16.969,17.616,17.903
15.834,14.884,14.922,15.753,17.659,18.666,19.655
16.004,14.791,14.931,15.951,17.948,18.993,20.074
16.101,15.141,15.239,16.213,18.315,19.463,20.718
16.545,15.724,15.864,16.917,18.545,19.795,21.192
16.941,16.306,16.491,17.667,19.027,20.389,21.939
16.503,15.655,15.88,17.148,19.18,20.636,22.33
15.626,14.963,15.236,16.619,18.986,20.552,22.37
14.509,14.776,15.137,16.752,18.868,20.647,22.811
13.592,12.261,12.474,13.605,15.393,16.722,18.224
12.98,12.166,12.354,13.281,15.195,16.424,17.793
12.688,12.162,12.345,13.212,15.142,16.346,17.677
12.568,12.316,12.49,13.33,15.18,16.346,17.586
12.532,12.459,12.624,13.435,15.234,16.355,17.515
12.77,12.895,13.044,13.818,15.491,16.57,17.651
13.28,13.53,13.665,14.398,15.765,16.817,17.852
13.876,13.931,14.058,14.77,15.911,16.949,18.008
14.545,13.98,14.084,14.727,15.569,16.411,16.912
15.037,13.382,13.447,13.987,14.732,15.368,15.665
15.139,12.838,12.883,13.373,14.021,14.547,14.839
14.854,12.242,12.282,12.761,13.862,14.36,14.844
14.445,11.848,11.887,12.362,13.595,14.081,14.552
13.985,11.562,11.599,12.071,13.283,13.758,14.223
13.604,11.373,11.411,11.882,13.108,13.579,14.054
13.368,11.324,11.362,11.835,13.054,13.527,14.006
13.492,11.784,11.884,12.515,14.043,14.818,15.669
13.957,12.058,12.164,12.809,14.346,15.148,16.059
14.254,12.33,12.451,13.136,14.696,15.572,16.606
14.602,13.013,13.15,13.879,15.488,16.453,17.6
15.352,13.713,13.862,14.627,16.226,17.261,18.474
15.238,13.57,13.733,14.544,16.331,17.433,18.73
14.553,13.392,13.571,14.435,16.359,17.543,18.912
13.671,13.342,13.551,14.504,16.464,17.793,19.312
12.937,12.621,12.823,13.839,15.652,16.947,18.382
12.438,12.256,12.441,13.418,15.168,16.362,17.665
12.195,12.134,12.312,13.165,14.973,16.138,17.399
12.075,12.184,12.353,13.18,14.898,16.023,17.195
