ic-1,ic-2,ic-3,ic-4,ic-5
8,16,15,10,16.1
26.7,58.2,24,26.7,52
2,6.6,8.1,12.4,30.8
2.1,0.6,21.7,37.5,27
19.1,23.3,0.6,10.6,22.2
6,12.9,39,38,4
23,212,15,32.5,60
7.5,7.9,17,24,7.8
4.2,1.9,20.5,20,15
60,12,13,18.5,38
7,10,16.5,55.8,10
17.4,4.5,12,33.7,15
5,9.4,10.4,19,17.1
11.5,8.2,32,14.9,19
20,20,35.2,45.1,27
5,5.8,17.1,37.8,22.7
0.2,46,9.3,20,16
6,8,15,11,9.2
7.2,27.6,71,29.4,44.5
8,3,24,15.3,10.3
6,9,12,15.5,18.5
1.2,24.3,2,24,13
0.1,10,20,16.2,32.2
8.7,7.2,25,3.6,0.2
1.9,10.2,18.3,26.5,20
3.5,38,3.4,17.7,45.7
2,3,37,7,59.9
5,2.4,5,37.1,10
45.5,12,23.4,19.1,50
9.5,7.3,25.3,14.9,15
30.8,6,20,4.3,15
12.8,1.5,12.3,26.2,14.5
1.9,7.2,4,11.5,28
6,10,15,28,13
10,2,21.3,9,24.8
7.5,1.7,10,6.1,55.6
6,26.4,41.6,34.4,60
8,7.8,8,17.2,25
0.1,3.2,30.6,33.4,17.9
5,15.4,6.3,5.5,51.1
1.3,18.1,5.7,25,13
7.5,6,26.3,16,4.8
4,15.1,34.7,20.6,23.1
3,6.7,35,25,6.2
13.5,10,16,16.6,9.5
12.4,9.8,24.5,9.2,4
2.5,30,19,10.3,20
6.7,14.6,24.9,20,14
7.5,17.9,21,20,23.7
6.8,22.6,18.5,11.3,7.6
42,0.3,1.8,8.5,55
30.6,5.2,37.5,4.7,31
2,10,10,5.7,3.9
9.8,6,32.5,9,35.5
3.6,5.7,6.7,34.3,32
8,42.9,23.6,15.1,24.2
24.7,15.9,28.7,8,19
9,8,41.7,32,30
7.2,50,4.5,30,7.3
6,33,22,10.5,28.9
2,5.7,29.4,56.8,14.7
7,200,13.8,12,13.7
4.8,0.9,40,15,23
15.3,2.4,30,33.6,39.2
0.8,3.1,20,39,20
13.8,1.6,16.2,8,20.7
9.7,50,38.9,8,28.8
49.6,5.5,11,232,4.2
2,30.7,30.2,40,2.5
15,14,16.5,1.8,10.7
34.8,12,13.3,17.6,11
11,32.5,50.2,0,138.2
3,80.8,9.5,3,45.2
6,12,17.7,7.5,29
12,12,18.8,38,33
1.6,10,7,16,24.3
1,20,9.1,6,20.2
6.8,2.8,37.5,19.2,9.9
4.5,7,104,0,17.4
12,7.7,7.7,23.8,16.7
7.3,16,24,20,16.9
3.5,15.6,13.4,186.5,12.8
3.3,13.5,10,56.3,26.8
11.4,1,12,23,10.5
3,1.9,13.7,25.7,43.8
6,204.9,47,27.6,23
6,7,22.5,74,16.7
19.3,9.6,5,2.2,34.2
9.6,2,8,34,48.2
8.5,12,16.4,15,18.4
11,18.3,12,10.6,24.4
15,1.4,24,33.6,33
5,78.2,26,27,6
4,6.9,25,0.8,17.4
10,21,25,31.3,9
1.5,20.7,7,19,8
12,7,6.5,17.5,25
30,10,50.6,9,7.7
37.8,11.3,34.3,25,10.5
0.9,5,212.7,20,22.6
6,1.5,14.5,10,39
7,10,15,28.9,67.2
11,10,32,20,28
8.5,14.4,10,10,12
15,9.3,27.7,23.3,48.3
10,10.6,12,17.4,48
8.8,20.1,9,11.5,48.5
4.4,8,10,1.5,52
19.6,8.5,22.6,5,26
1.5,17,38,17.8,5
25.6,7,15.6,6.4,14
5,43,15,21.1,24.6
12,28,47.8,31.6,3.1
12,19.3,8,15.5,43.5
10.8,15.8,10.6,50,20.3
5.1,19.1,12,28.9,15
7,7,1,22,12.5
23.5,27,25.5,26,18
10,16,19.2,10.9,25
22.2,0.5,12,26,10.4
8,18.1,28.7,37,25.3
12.7,17,5,0.9,26
7,0.4,23.1,6.5,21
3,11.2,18.2,15,27.4
30,21,13.9,30.8,2
17.5,6,10,24.2,34.2
8,8,24,16.4,36
4,15,26,45,5.1
20,10.4,12,10,16
0.9,8,13,12,16.6
3,8.3,15,41.9,16.6
16,172.1,26.1,10,54.4
8,20,12.4,11.2,30
38.6,7.4,35,42,8.5
13.5,37,41,16,29
23.5,23.3,20,17.5,40
11,14,213,7.7,32
16.2,17.9,7.8,7,16
24.9,8.5,7.5,34.5,14.9
12,15,25.5,4,20
7.4,14,25.2,27.6,22
0.5,2.2,10,10.3,7.5
2.5,2.1,16.5,16.6,15.6
2.9,10,29,16.3,6.8
0.5,10,10,15.8,31.9
2.4,15.7,29.6,28,26
6.7,5,31,51.6,26.5
14,28.6,15.9,20,13
2,28.7,4,11,7.5
5,9.6,7.5,27.7,62.1
20,30.7,14,32,37.1
18,7,6,5,42
0,13,2.1,19.2,33
7,1.8,141.2,28,26.7
10,18,6.5,21.2,16.2
24,6,5,22.6,15
35.1,26.7,32.2,26,14.8
15,10,17,28.1,0
15,9.1,5,7.5,28
11.4,26,12.2,19,15
37.2,8,13.5,17.7,26.2
12,15,37.3,32,11.6
3.6,20.7,29.3,11,45.5
3.6,10,9.7,20,58.2
17,3,40.3,12,14
10.3,5,12,14.5,20
1.5,22.6,4.5,34.4,14
9.9,32,9.6,50.2,32
4,13.8,5,50.3,8
2.6,15,22.2,25,6
3,8.1,35.3,25,9.9
12,1.6,6.7,8.4,23.1
2.9,123,4.6,50.2,100
6.2,4.4,24.5,20,54
12,51.1,31.5,42,31
24.1,14,10.3,11.5,45.4
7,28,25,14.3,29
12,10,1.9,14,22
10.2,15,16.8,15,27.1
8,8.5,11.2,17,13
10,20.1,7.6,30,23
25.3,14,8,34.6,43.1
10,115,3.7,37,108.3
14,15,14.6,15,0.6
15,9.9,27,33,6
5.9,8.4,9,7.3,57
6,13.3,9.5,23.2,23.4
4,15.1,20,18,22.4
2.6,200,18.8,28.2,10
3,23.2,3.1,49.5,26.3
3,21.4,15.8,6,40
5,19,21.1,12.5,55
15,20,14,38,18
27.8,8.5,8.6,12,73.4
17,12,32,4.6,6
8.4,14,0.4,6.7,21.6
5,20,12,35,9
7.9,24,13,91,24
3.5,23.3,28.9,6,21.2
16.6,27,18.6,7.5,32.7
17.9,11.2,21.1,18.8,19
28,15,4,33,14.9
7.8,9,56.2,7,13
3,27.2,18.7,13,32.2
3.5,12.1,43.3,1.6,16.3
1.3,3.5,6,32,75
5,15,6.5,27.2,7
6.5,11.4,5,10.5,88
9.6,7,35.5,18.2,20
1,3,2,8.2,10
6.7,8,18,2.5,6.1
0.3,0.3,15,26,36.8
11.2,8,28.5,27.5,19.8
5,23.8,24,40.9,46.2
4.2,9.2,29.9,15.6,30.6
9.4,5.1,15.2,18,20
6,13.7,16.2,10.5,28.6
4.4,11,27.2,24,4.4
43.1,6.2,2,2.5,24
6.1,9.6,12,39,11
12.6,18,7,13.3,15.3
1,2.3,18.9,9.2,23
3,5.1,20,29.5,38.2
27.3,10.3,12,15.9,19
5,5.1,10,36,10
51.5,10,1.2,25,36.8
5,42,30.3,31.7,19
15,4.4,27.4,12.5,25.9
1,11,9.5,5,5
14.3,33.4,14,28.5,9
15.7,2.3,8,13.5,16.6
18,17.2,24.8,21.1,12
13,9.8,17.5,13,20.4
4.9,5,22.8,12,70
7.5,8,18.4,10,11.8
11,10,15.9,24,23.2
30,19,5.1,20.5,26.9
5,15,8.2,16,2.2
27.3,3,20.5,32.2,14.5
9,14.2,13.7,10.5,27
37.2,2.8,20,40,16
12,36,40,15.1,21.5
4,12,5,43,14.8
18.6,8,27.5,27.1,20.6
53.2,10,80.2,7,40.4
9.3,10.2,18,20,19.5
22.5,5.7,12,24,38.7
23,15,12,14.1,25.7
18,24.7,40.7,20.7,18.5
18.6,3,9.3,18,23
12,17.7,10,38.2,10
1.3,14.5,7,15,19
5.9,56.1,45,23.5,72.9
6.9,10,8.9,8.1,18.5
10.2,7.7,12.8,30,88.2
2,25,30,8,15
6,6.3,2.5,12.5,8.4
9.4,10,21,13,35.2
32.4,3.2,9,15,32.9
13.7,5.2,6.8,34.1,23.9
18,35,13.8,18.6,27
18,18.7,4,18.2,15.1
7,7,11.7,12.4,45
0.3,12.4,10.5,28.2,23.5
10,2.1,45.9,44,20
0.5,0.3,11,25,54.3
12,20,7,38.3,24.8
0.5,1.3,7.2,17.1,42
5,3,32,9.5,36.7
17.4,24,9,51,33.6
30,12,23,1.7,33.6
12,160,11.8,29.1,12
12,15,28.5,20,19.4
12,1.7,2.2,13.4,17.9
32,14.4,30,18.2,33.5
1.2,2.9,16.5,22,4.3
1.5,5.5,7,59.1,46.8
6.2,9,21.8,34.1,12.4
8.6,8,48.8,23.7,4.3
3,27,13,8,28.5
3,21.7,7.5,28,39.8
31.7,11,4,26.2,61
104.4,25,17,19,49
25.4,47,12,28.9,19.1
5,5,20.9,37.4,22.1
19,23.8,49,50,102
2,45,49.4,16.1,13
29.7,12.9,21.2,19.2,27.9
6,11,2,14,3
6,0.2,13,25,26.4
2,30,10.5,13.5,42.2
15.5,4.8,22,16,23
1,75.6,15,22,27
3,9.5,1.1,24,24.8
25.3,14.7,43,18,21.5
3.2,5.2,18.4,19.2,46.2
0.1,19,1.7,5.1,6
7.2,3,12,25,15
5.8,8,8.5,22.4,29.9
0.7,18.3,15,26,31.2
18.8,352.4,7.6,20,23
6,6,5,5.2,13
9.6,5.5,56.5,39,18
30,8.5,6.5,45,10.3
14.4,4,5.4,15,22.7
14.5,1.3,5,17.9,30
21,40.7,4.5,30.8,7
3,5.8,42.7,32,28.9
1.3,2.1,20.1,16.5,28
43,13.6,7.7,16.9,10
0.5,10.2,20,18.5,6
15,6,21.4,25,18.9
12.8,23.8,26.3,90,25.9
8,5,20,13.9,23
14,12,61.4,18,6
5.4,27,32.9,11.6,14.2
40.2,10,13,63.5,35
20,5,53.9,7.5,18.6
6,23,10.7,22.6,49
2.5,0.6,12,30.1,15.5
10,17.3,15,24,64.1
6,24.6,12,7,17.1
8.3,36.9,23,37,5
7.1,20.8,19.6,24,12.2
8,3.1,8.1,10.2,26.7
16.1,14,8.2,20,8
15,13,27.5,53.1,31.2
52.3,30.3,18.1,51.8,1.5
20,13.1,8.9,30,5.1
0.8,20,30,14.6,0.2
6,18,55.6,7.8,15
17.3,8.2,17.9,28,35.2
8.7,29,13,16.2,6
29.2,1.8,17.1,26,99.8
9.2,87,10.5,325.3,19.8
5,12.4,36,17.9,23
2,13.3,10.3,15,45.5
27.8,13.9,11.5,50.4,41
21,10,35.6,49.3,11
3.8,14.7,9,15,20.5
1.6,5,8.8,18.4,14.8
9,9.7,10,11.4,42.2
0.6,28.5,2,22,42
15,13,33,15.2,39.9
12,11,18.5,22.9,5.4
3.2,19.7,20,4.9,28.2
12,5.5,14,24.4,16.5
10,0.4,17.4,19.2,21.4
5,16.9,24,8,31.3
34,30,15,8.5,38
0.5,20,150.8,19.2,24.4
9,1.1,3.2,10,15.5
1,22,3,32.3,10.3
6.5,12.5,12,50,30.2
50,40.1,30.4,36.2,24
6.3,82.3,72.9,13,30
7.7,26,2.6,31.1,16.6
20,1,29.9,26.1,29
12,4.2,12,6.5,32.1
7.7,8.3,0.1,19.6,11
2,18.9,20.5,43.9,2.5
3.4,14,4.3,37.2,40
8,5.9,14.8,8.2,20
1.5,5.4,8.1,5,10
14,8,7.8,4,20
5.8,11.2,14.6,15,59.3
12.1,14,14,12.9,28
11,5,42,52.4,20
19.8,4.2,12,13,35
7.4,12.9,12,5,4.5
10,8.5,31,29.7,6.8
6.2,1.9,8,26.9,31.5
5.5,6.7,12,26.6,14.1
26.1,8,35,18.5,30.9
18.1,6.6,7,24,14
11,19.2,10.8,7.5,6
4.8,30,2.4,14.3,54.9
21.1,7,30,18.8,65
21.6,14.5,9.5,50.5,23.1
0.1,34,22.7,11.2,13
2,20,17.4,31.5,3.8
1.5,10.4,21,19.9,35.2
4,24.1,37.1,63.3,33.8
10.6,10.5,6.6,13,57.2
7,12,25.8,37.5,15.8
9,12,18.5,16.5,28.4
18.3,18,7,3.6,27.4
2.8,25.5,12.4,65.3,17
8,5.4,13.6,6.8,17.2
3,21.2,3,27,24
35.6,16.3,15,10,32.5
58.5,9,27.8,29.5,15
12,11.1,20.3,5.5,28
18.2,18,3.2,45,29.1
7,39,10,10,30.5
5,24,12,0.1,60.5
5.4,4,14.5,36,11.4
3.5,8,20,12,70
10.1,15,17,5,39.5
8.7,43.3,15,24.4,6
16,27.4,18,14,22.3
7.4,29,12,25.2,20.9
4.2,12,101.2,15.2,40
7.1,10,13.8,27.9,3
0.5,20.4,35,39.8,20
0,12.7,12,20.8,40
0.2,9.5,8,51,38.6
1.5,0.5,17.5,13.5,54.4
100,50.3,33.4,40,36
1.5,0.1,10,5.2,27.4
4.2,12,5.6,62,0.8
17.3,1,27.5,35,38
14,17.4,30.1,24,7.2
8,5.1,18,13.1,17
0.1,17,19,6.5,25
5,8,8,12,25.7
4.8,23,51.6,20.6,31
19.4,30,13.1,22.1,35
10,1.6,80,21,21.6
12.6,5,20,58,7
11,6.5,4.7,37,23
1.5,23,12.6,24,25
11,13.4,10.5,3.1,12
6,30.5,145,24.2,20
2.2,47.5,24,16,41.8
3.5,24.6,14,10.7,32
17,96,18.5,18.4,38.2
33.4,20.8,17.2,35,16
41.2,9.2,21.7,21.1,20.9
5.7,14.7,9.9,12,1.4
4,8.4,42.3,13,18
22,23.5,0,15.6,22
14,4,12,4.5,47.7
22,11.3,1.6,11.7,10
16.2,4,36.4,32.2,33.5
6,15,12,20.1,61.9
4.6,0.8,24.5,38,58.6
4,30,30.4,30.4,1.7
3.1,10,21,35,11
4,12,13.1,24.8,20
20,3.6,30,13.7,13
8.3,7.3,11.4,32.2,30
5.5,17,23,45,25.2
16,12,12,10,13.2
12.6,7.4,15.8,20,30.9
15.5,14,18,10,11
16,11,10,8.5,3
56,10.4,22.5,22.9,37
4.3,22.4,41,32.5,18.8
9.3,7,19,27,38
5.5,8.5,22,16,22
0.2,0.6,14,1,33
1,3.6,6.6,18.9,18
1,20.9,30,18,15
7.5,3,5,17,30.6
6,12.2,47,2.3,10.5
5.4,19.6,10.8,14.1,14.6
66,33,35,11.5,28
9.3,9.1,10,20,16
2.7,29.3,16.1,42,30.5
7.5,11.2,10,21,10.8
0.9,1.8,12,4.9,8
5.5,25,50.1,14.2,15
32.2,15,10,16.7,14
9,36,28.1,20,18
0.5,3,18.5,9,16.5
1.1,10,7.5,35,65.1
4,27,33,25,50
6,21.5,36.4,14.5,21.9
4.3,31.7,19,37.6,58.4
5.8,10.3,2.9,34,57
20.4,12,25.5,3,6.6
39.4,8.3,8,23.6,30
8.2,10,14.1,31,11
7.5,0.8,18.2,30.5,11.5
15,14,53.1,25.1,29.5
4,2,4,17.7,17.2
12,20,16.3,21,21.5
1.2,25.3,28.5,6.8,3
2,11.4,4,29.2,8.6
0.7,10,28.1,28.6,10
4.5,49,20.5,33.3,10
4,10.5,27.6,30.3,12
15.7,24,70.1,5,15
1.5,14.5,4,35.5,44.1
1,6.3,30.1,41,18.2
7.4,4.5,27.3,11.8,23
2.4,0.7,3.6,46.8,7.1
1.2,0.3,8,24,15
0.5,1.5,10.5,42.1,12.4
4.6,9.2,16,34.7,9.6
4.5,10,11,40.1,21.5
2.3,14,12.7,23.4,19.9
6,12,33.1,14.2,16.1
15,33.5,5,17.2,2.5
10,36.7,11.8,23.3,15.9
1,31.5,12,13.3,20.1
3,5,12,29.3,17
1,13.6,26,29,35.6
20.5,9.4,51.8,37.6,42
47.5,2,21.3,34,23.8
9,200,37,33.2,16
10,82.8,3.6,123.4,2
0,12,45,15,33.4
10,23,20,44,35.5
16.2,5.1,9,7.9,19.2
11,7,7,10,9.3
45.1,11.2,17.2,37.8,24.5
14.4,1.9,16,30,7
4,18.5,33,23.7,5
3.3,7,8,4.2,89
21.1,15,6.3,11.6,17
18.7,10.8,17,42.9,43
7,1.7,10.8,8.2,49.4
5,31,13,20,54
8.7,10,25.2,65,6.6
7.2,15,21,27,1.6
4.3,1,10,32,25.8
7.1,14.8,32.5,18.3,12
12.8,10,10.5,27.3,44.5
9,11,10.7,24.6,27.5
12,11,12,4,16
3.5,22,15,22.3,34.5
2.4,15,18.9,16,10
1,8,6,8.2,15
43.8,22,20.4,18.3,15
5,12.9,23.7,3.5,27.2
4,30,15,39.2,11.5
3,20.1,42.2,41.9,19.6
10.4,14.3,29.2,33,6.9
18,8.4,12,31.5,47
9.2,30.6,18,25.5,10
26.7,23,11,6.6,20
1,9,44.5,35,12
29.8,13.8,36.1,12,37.3
16,7.5,10,31.3,30.5
4,20,14.1,18,0.6
7.5,20,20,7.7,26
6.5,14.6,10.9,22,22.3
10,34,10.8,40,9.1
5.5,1.1,25,16.4,25
10.4,12.5,32.6,25.4,27.1
2.9,7.3,11.5,60,30
3.6,47,17,13.3,46.2
14.7,26,25.4,12,6.3
16.3,8,7,17,14
1,0,12,9,40
27,14,6.9,25,26
1.8,66,10,22,16.7
19.9,11.4,4.9,8,30
2.9,10.8,14.1,16.2,19.5
29.1,30.5,5.6,25,35.9
0.7,9,35.3,7.7,30
2.4,5,12.6,25.1,91.7
80,8.3,35,15.1,16.8
5.6,4,1.9,3,4.5
45.5,5.6,18.2,33.9,8
16,10,24.5,11,16.4
2,44.1,10.1,17.8,9
7.1,11.5,5.7,31,48.5
18,22,5.6,10.8,16
6.9,6.5,21,8.5,11.5
11,9,4,19.7,24
19,7.9,15.7,28.6,60.7
2.5,13,3.1,5,37
13,10.8,24.5,14.6,8
3.7,7.9,45,18,26.7
12.7,13.5,5,10.5,12.3
1,16.9,6,34,31
8,6,8.9,26.6,16
2.7,7.5,9.5,23.6,24.8
9.1,26.4,41.9,21,25
10,7.6,26.3,10.9,12.5
2,9.5,10.1,12,3
1.6,20,15,21,29.3
43.4,12,28,6.5,43
1.7,15,1.6,12.2,12
4.8,54.8,12,30.9,27.2
8,8.5,52.8,1,1
8,14.9,7.2,44,17
5,11,2.6,9.5,34.8
1.2,3.4,20.5,2.6,22.5
23.2,10.9,0.7,32.6,32.4
3.4,7,19.1,44.8,8
3.7,4,17,2,17
48,10,46,19,30
30,27.3,12,46,42
5.6,16,22,12.8,30
6,12,14,17.4,28
7,27.6,23.2,13.5,30
4.5,17.9,7.3,26,55.2
2,3.8,12,33.6,27.9
7,20,22,26.9,5
6,4.5,12,26.5,18.9
5,17,2.4,16,29
22.9,11,20,10,15.3
32,21.7,45,3.9,23
17.1,8.7,23,16.5,9
17.3,8.7,30,35,50.2
19,12,19.4,17,29.3
3,8,5,17.9,25
18,12,25,10.3,19
3.7,9.7,9,20,34
34.9,1.1,8,15,43.8
1,7,7,7.1,18
6,4.5,20.6,21,9
0,2,29.5,50.9,81
4,24.6,8.9,15.3,6.7
5.5,9.9,23.9,211,33.1
35,23.6,6.1,34.5,34
0.2,10.8,14.6,13.4,72
9.5,1.2,6,7.1,32.6
0.3,9,7.5,7.7,50.5
50,5,1.6,28.8,56
16.9,5,40.4,5,36
0.5,3,22,3.9,35.5
8.1,19.1,24.7,10,23
15.7,31.5,4.7,16,11.9
11.1,10,23.1,33.9,27
8.4,13.4,11.4,16,6
1.4,11,10,14,28.1
26.7,5.5,37.4,39,15
0.1,12,16.1,15,57.2
2.4,20.1,3.1,24,5
9,10.1,13.5,33.3,11.7
1,5.1,5,10.8,27
104,7.5,7.5,10.5,32
2.3,15.4,30,25.2,20.3
3.6,15,27,9.8,27
16.2,23,16.1,18.9,40
10,20,39.3,27.2,17.3
11.4,3.5,40.1,14.5,27.7
9,4,29.7,36.7,12
5.7,1.2,6.5,19,25
7.5,6,30.9,20.3,18.5
5,8.8,35,6,19.7
9,6.1,30.8,18,33.6
12,6,7.2,10.1,32
21.8,10,29,33,26.3
5,7,22,29.1,3
12,14.6,9,9.8,14.8
36,6,15,13,35.7
5,14.7,23,53.5,20
3.9,8.7,1.2,3,27.8
10,33.8,1.7,26.5,18.7
4.6,20,14,23.9,27.9
1.2,16.8,20,22.5,44.9
6.3,40,15,7,36.2
19.5,5,70,26,4
90,7.1,1.8,17.7,49
34,6,28,39.3,45
11.6,8.4,34,14.5,17
0,7.5,4.8,30,15
9,2.5,33,6.1,26
18.4,4,14.9,16,118.1
5,40,15,13,19.5
19,5.3,10,10.8,21.4
16.7,22,15,20.8,9.5
8.1,6,16.1,12,11
19.7,19.8,16.5,23,19
8,10.6,23,28.4,12.1
6.4,5.5,19.4,16,10
12,5.8,27.4,42.5,20.5
6,31.4,3.5,34.7,32
0.5,17.1,10.7,4,16.5
1.4,52.3,13.9,16.7,19.7
9,7,8.6,39.3,33.2
1,25.8,25.1,11.5,32
12,12,12,25,20.6
10,15,12,10,18.4
27.1,29.2,14.6,33,31.3
13.6,9.4,2.6,6.9,14
22.9,23,11,13.2,3.8
34.8,1.6,21,6.5,44
10,11,13.5,12.8,32
4.8,9.9,19.2,30,4.5
25.1,10,43,26,20
10.3,2.4,46,27.8,54.9
40,29.9,12.5,15.9,33.3
12,3.3,7,25,50
12,17,10.4,30,28
10.6,5,9,12,24
4.9,8,6,8,60.4
3.8,10.8,4,7.4,19.2
0.1,13.8,106.6,10,13.2
9.2,9,26,52,45
0.1,1.4,10,23,30.7
5.4,12,20,11.5,14
6.5,13.1,10.8,39,12.9
30.7,4,38,102.8,16.6
4.4,11,12,30,9
6.5,20.1,4,46.2,25.5
12.1,0.4,20,21,20.8
2,2.2,2.4,10,35
2,3,5.1,26.5,17.8
5,5,18.7,30,13.5
10,3.8,12,21.9,48.8
36.2,10.2,6,3.5,16
6.3,20.9,26.8,24,15
4.1,11,16.5,29,15.2
7.4,28.5,12,54,56.6
4,18.6,9,30,13
2.4,13.3,51.9,6.5,0.8
13.9,4.6,9,31,17.5
12,0,40,30.1,20.4
4,12,12.2,22.7,28.5
10,27.5,18,26,31
6.5,31,35,10,30.1
0.5,2.4,0.5,21,11.6
3.9,9.6,4,26.1,9.6
45.4,18.6,14.4,38.5,5.7
9,20,7,22,4
55,5.4,12,54,35.8
0.5,12,37.6,11.4,12
11,4.2,4.4,54.1,23.2
12.6,12.3,67.2,11.3,26
12,36,8,10.5,19
10.5,36.6,6.5,51.3,43.3
23.8,13.7,32,34.7,11.9
20.6,6,21.6,20.6,15.2
18,11.4,17.2,38.5,41
15.6,10,12.5,24,14.3
9,15,9,30,25
15,22,19,39.2,13
11.7,9.5,2,17,28
15,15,8,6,25.7
17.2,37.5,2.5,0.5,37.1
6,3,18.5,12.6,21
5.5,11.5,10,21.9,65
5,16.6,19.4,24.8,23
10,9,5.5,6.1,29.6
18.8,10,40,6.2,28.2
35.6,13,9,1,30
10,10.6,14.4,3,15
10,23.3,10,31.2,13
2.2,19,13,43.3,22
6,10,20,9.6,41
10,13.1,15.5,55.5,42
0.7,4.8,16,2,20
205,0.2,23,12,5
4,18,12.7,9.5,42
5,12,10.4,31.5,35
5,16,19,3.4,24
35.8,65.4,29,23,14.6
10,13.5,19.7,15,40
6,36,22.5,10,15.5
8.9,12.7,28.6,38.1,47.4
13,26,23.3,47,27.5
12,9.8,16,17.4,4.5
5,20.6,16.4,12,25.5
39.7,15,4.7,15.5,18
1.5,2.4,5,32,18
20.2,15,6.1,21,13
10,10,21.5,34,13.7
8.4,14.7,24.2,24.5,20
8.5,6,10.1,7,32
7.9,30.8,11.5,24,1.4
5.7,0.1,18,45,15.2
7.8,5.5,26.4,15,27.7
4,11,17.3,26,13.6
77.8,35,12,18.4,33
1,5,71,35,29.3
18,32.4,13.8,52,14
16.5,12.9,3,17,44.4
14,17.5,20.2,4.7,24.3
10.1,12.1,58,11,17
6,13.5,1.2,24.4,15
29.2,7,9.2,14,73
1.3,7,18.6,37.3,12
0,18,15,12,13.6
10.9,12,18.5,26.2,40
11.3,19.2,97.2,32,10
10,6.8,44.1,6.5,11
5,2.1,18,9,22
15.2,19.5,12.5,7,54
12,43.9,8,30.5,22.8
26.2,11.6,4.9,36.5,86.3
12,9,20.6,15,24.7
4,5,11,24.5,7.9
36,5,39.5,12.3,43
0.6,19,11.5,24.5,32
5,7.8,45.2,25,2.9
30,8.9,15,50,44.3
9.9,8.6,10,20,32
1,3.1,6,18.5,28
12,13.7,21.7,40,44
3,6,18.7,23.3,15
12,2.5,18,4.5,24
42,22.5,17,20,30.8
2,5,7.3,20,49.7
6.4,10.8,5.5,14.7,18
0.1,12,18.4,26.6,30.1
47.5,10,14.2,46.7,27
17.4,128.5,31.1,24,21.9
8.5,3,35.6,39,26.5
6,5.5,24.2,6.8,35
8.9,6,5,7,25
7.8,3,23.5,35.3,24
6.5,7,12.1,31.8,20
2,40,12.8,17,71.3
1,3,2,55.5,38
27,7.1,28.7,32,10
3.3,20,13.2,13.4,49
10,26.2,37.5,22,5.1
0.6,26.6,27,24,15.2
7,8,16.6,47,12
8,15,27.7,19.5,30
6,60,11,15,24
9,20.9,66.6,6,7
4.3,8.8,24,51,35.1
64.9,9.9,37.1,33.2,60.2
12.4,28,51.1,20.6,30.7
0.5,2.7,25,22.6,14.6
4,19.2,11,12,32.8
6.9,6,32.1,16.5,14.5
4.8,5.1,15,14.3,52.2
1.5,3,0.5,20,6
3.3,19.3,7,36,16
8,6.2,10,16.4,15
0.3,20,5.4,31.8,25.8
20,8,15.2,19.1,30
4.1,8,16,9,32.6
4.6,14,5.2,9.3,6
3,6.7,46.7,10.1,21.4
30,1.6,22,15,26.1
7,8.4,24.1,1.7,52.2
11.1,6.5,1.7,7.4,55.9
10,8.8,26.1,34.4,4
7.5,22,20.9,12.5,10
2,2,15,14,20
23,15.5,11.1,25.6,36
13.8,12,15,72,47.6
90,5,27.6,19.8,22.8
20.3,20,5.8,26.4,10.4
10,12,10.2,15,26.3
7,79.4,3.1,12,15
10.5,24.3,9.7,3,0.2
5,35,20,10.3,22.3
10,14.4,12,22,25
1,1,2.5,80,33.2
2,11.7,16,28,14.6
9.4,3,41.6,36,8
11,7,12,17,34
2.5,271.3,4.5,19,27
3.4,26,16.8,17,40
20.6,10,12,5.2,39.4
4,10,11.9,18,38
7.5,15,7.8,35.3,39
5,19,12,25.1,19.4
3,11,27.9,34,9
2.4,6,88,10.5,35.5
23.6,21.1,35.2,16,13
2,16.5,26,19.1,27
0.4,18,10.7,15,12.7
2.5,52.2,13,23.5,70.1
7,12.6,22,7.8,33.6
2.5,12.6,14,33,40
7.2,12.2,10.6,9,15.1
15,25,19.7,18.9,34.6
7.1,9.8,16.3,12.5,27.5
9.5,11,23.3,5.9,10
12.6,36.7,0.5,7,40.2
3,6,31.9,31.5,24
42.8,57.5,32,5,27.8
20,7.2,7.7,42.2,27.1
13.3,5.2,12,27,70
7.2,30,21,15,17.9
0.8,25,12,28,31.6
1.5,12,10,12.1,22
13,35,24,13,8.5
8,12.3,19.7,19.8,16.5
2.6,2.2,30,70,18
16,20.8,13,33.3,26
0.6,32.7,9,5,13.5
8.5,8.5,22,18,18.6
9.3,10,4.5,19,52.1
18.1,3.1,10,18.3,10
27,19,6.1,20.2,0.5
5,6.1,32,33,22.5
13.6,20.8,14.8,50,18
40,32.2,6.5,23.5,18
1.9,12.7,17.5,14.5,18.8
4.3,27,18.9,9,32
3.1,109.2,14,34.8,42
22.3,16.7,11.5,16.4,48.2
1.3,9.1,13.7,15.9,13
0,0,1,32,28
11,16,15.7,19.4,35.6
2.2,17.6,16.8,24.3,16
2.3,10,6.1,27,17.8
4.2,18.1,3.8,26.8,10
9.3,5.7,15.1,36.8,24
5.3,10,12,47,1.2
20,10,9,21,41.5
5.3,2.8,19.7,29.8,48
8.6,5,50.3,38.3,10.9
8.9,5.4,9.8,34,22.7
0.5,4.3,18.4,27.1,24.6
16,38.5,10,20.7,20.8
31.7,6.6,21,18.7,61.1
25.2,12.1,12,4,4.9
9,9.6,26,32,33
3,9,21.5,12,22
5.5,0.5,38.7,9.9,25
2.6,19,39.4,27.1,25.5
